DATE,Measure,Value
19811204,TMAX,83
19811204,TOBS,39
19811205,TMIN,-11
19811205,TMAX,44
19811205,TOBS,0
19811206,TMIN,-94
19811206,TMAX,39
19811206,TOBS,-83
19811207,TMIN,-89
19811207,TMAX,72
19811207,TOBS,39
19811208,TMIN,28
19811208,TMAX,117
19811208,TOBS,33
19811209,TMIN,-22
19811209,TMAX,39
19811209,TOBS,-11
19811210,TMIN,-67
19811210,TMAX,6
19811210,TOBS,-44
19811211,TMIN,-100
19811211,TMAX,0
19811211,TOBS,-89
19811212,TMIN,-100
19811212,TMAX,17
19811212,TOBS,-39
19811213,TMIN,-67
19811213,TMAX,6
19811213,TOBS,-56
19811214,TMIN,-67
19811214,TMAX,56
19811214,TOBS,-6
19811215,TMIN,-28
19811215,TMAX,33
19811215,TOBS,0
19811216,TMIN,-100
19811216,TMAX,39
19811216,TOBS,-89
19811217,TMIN,-100
19811217,TMAX,22
19811217,TOBS,-17
19811218,TMIN,-100
19811218,TMAX,0
19811218,TOBS,-89
19811219,TMIN,-172
19811219,TMAX,-44
19811219,TOBS,-161
19811220,TMIN,-233
19811220,TMAX,-83
19811220,TOBS,-228
19811221,TMIN,-239
19811221,TMAX,-39
19811221,TOBS,-56
19811222,TMIN,-56
19811222,TMAX,22
19811222,TOBS,22
19811223,TMIN,11
19811223,TMAX,100
19811223,TOBS,22
19811224,TMIN,-94
19811224,TMAX,22
19811224,TOBS,-83
19811225,TMIN,-106
19811225,TMAX,67
19811225,TOBS,-28
19811226,TMIN,-33
19811226,TMAX,61
19811226,TOBS,22
19811227,TMIN,-33
19811227,TMAX,83
19811227,TOBS,22
19811228,TMIN,-17
19811228,TMAX,28
19811228,TOBS,6
19811229,TMIN,-122
19811229,TMAX,6
19811229,TOBS,-94
19811230,TMIN,-100
19811230,TMAX,33
19811230,TOBS,-11
19811231,TMIN,-17
19811231,TMAX,44
19811231,TOBS,44
19820101,TMIN,-44
19820101,TMAX,50
19820101,TOBS,-33
19820102,TMIN,-56
19820102,TMAX,-28
19820102,TOBS,-39
19820103,TMIN,-44
19820103,TMAX,61
19820103,TOBS,44
19820104,TMIN,39
19820104,TMAX,133
19820104,TOBS,78
19820105,TMIN,-72
19820105,TMAX,83
19820105,TOBS,-61
19820106,TMIN,-78
19820106,TMAX,72
19820106,TOBS,17
19820107,TMIN,-28
19820107,TMAX,89
19820107,TOBS,-17
19820108,TMIN,-139
19820108,TMAX,-6
19820108,TOBS,-128
19820109,TMIN,-139
19820109,TMAX,-11
19820109,TOBS,-78
19820110,TMIN,-256
19820110,TMAX,-72
19820110,TOBS,-250
19820111,TMIN,-261
19820111,TMAX,-194
19820111,TOBS,-194
19820112,TMIN,-200
19820112,TMAX,-122
19820112,TOBS,-167
19820113,TMIN,-178
19820113,TMAX,-50
19820113,TOBS,-67
19820114,TMIN,-144
19820114,TMAX,-28
19820114,TOBS,-133
19820115,TMIN,-222
19820115,TMAX,-56
19820115,TOBS,-211
19820116,TMIN,-222
19820116,TMAX,0
19820116,TOBS,-261
19820117,TMIN,-289
19820117,TMAX,-94
19820117,TOBS,-278
19820118,TMIN,-300
19820118,TMAX,-156
19820118,TOBS,-194
19820119,TMIN,-200
19820119,TMAX,-6
19820119,TOBS,-33
19820120,TMIN,-44
19820120,TMAX,6
19820120,TOBS,-39
19820121,TMIN,-44
19820121,TMAX,17
19820121,TOBS,11
19820122,TMIN,-61
19820122,TMAX,17
19820122,TOBS,-44
19820123,TMIN,-50
19820123,TMAX,111
19820123,TOBS,89
19820124,TMIN,-139
19820124,TMAX,94
19820124,TOBS,-133
19820125,TMIN,-144
19820125,TMAX,-61
19820125,TOBS,-89
19820126,TMIN,-167
19820126,TMAX,-22
19820126,TOBS,-156
19820127,TMIN,-183
19820127,TMAX,-56
19820127,TOBS,-161
19820128,TMIN,-167
19820128,TMAX,56
19820128,TOBS,44
19820129,TMIN,-100
19820129,TMAX,50
19820129,TOBS,-89
19820130,TMIN,-100
19820130,TMAX,111
19820130,TOBS,111
19820131,TMIN,0
19820131,TMAX,111
19820131,TOBS,6
19820201,TMIN,-44
19820201,TMAX,78
19820201,TOBS,0
19820202,TMIN,-56
19820202,TMAX,-11
19820202,TOBS,-39
19820203,TMIN,-50
19820203,TMAX,44
19820203,TOBS,17
19820204,TMIN,-72
19820204,TMAX,22
19820204,TOBS,-67
19820205,TMIN,-89
19820205,TMAX,-17
19820205,TOBS,-50
19820206,TMIN,-144
19820206,TMAX,6
19820206,TOBS,-133
19820207,TMIN,-200
19820207,TMAX,-83
19820207,TOBS,-167
19820208,TMIN,-172
19820208,TMAX,17
19820208,TOBS,-106
19820209,TMIN,-117
19820209,TMAX,28
19820209,TOBS,-28
19820210,TMIN,-239
19820210,TMAX,-17
19820210,TOBS,-228
19820211,TMIN,-244
19820211,TMAX,-89
19820211,TOBS,-117
19820212,TMIN,-150
19820212,TMAX,11
19820212,TOBS,-122
19820213,TMIN,-128
19820213,TMAX,6
19820213,TOBS,-56
19820214,TMIN,-61
19820214,TMAX,22
19820214,TOBS,-50
19820215,TMIN,-67
19820215,TMAX,89
19820215,TOBS,44
19820216,TMIN,28
19820216,TMAX,122
19820216,TOBS,39
19820217,TMIN,17
19820217,TMAX,78
19820217,TOBS,22
19820218,TMIN,-6
19820218,TMAX,33
19820218,TOBS,11
19820219,TMIN,0
19820219,TMAX,44
19820219,TOBS,11
19820220,TMIN,6
19820220,TMAX,44
19820220,TOBS,39
19820221,TMIN,0
19820221,TMAX,133
19820221,TOBS,11
19820222,TMIN,0
19820222,TMAX,67
19820222,TOBS,11
19820223,TMIN,-33
19820223,TMAX,100
19820223,TOBS,-22
19820224,TMIN,-33
19820224,TMAX,178
19820224,TOBS,11
19820225,TMIN,-56
19820225,TMAX,44
19820225,TOBS,-44
19820226,TMIN,-94
19820226,TMAX,11
19820226,TOBS,-83
19820227,TMIN,-89
19820227,TMAX,50
19820227,TOBS,-44
19820228,TMIN,-78
19820228,TMAX,83
19820228,TOBS,-67
19820301,TMIN,-78
19820301,TMAX,111
19820301,TOBS,-44
19820302,TMIN,-50
19820302,TMAX,139
19820302,TOBS,6
19820303,TMIN,-61
19820303,TMAX,150
19820303,TOBS,-50
19820304,TMIN,-61
19820304,TMAX,11
19820304,TOBS,11
19820305,TMIN,-22
19820305,TMAX,122
19820305,TOBS,-11
19820306,TMIN,-61
19820306,TMAX,11
19820306,TOBS,-22
19820307,TMIN,-83
19820307,TMAX,17
19820307,TOBS,-72
19820308,TMIN,-117
19820308,TMAX,-6
19820308,TOBS,-106
19820309,TMIN,-117
19820309,TMAX,50
19820309,TOBS,-72
19820310,TMIN,-78
19820310,TMAX,39
19820310,TOBS,22
19820311,TMIN,11
19820311,TMAX,106
19820311,TOBS,100
19820312,TMIN,-11
19820312,TMAX,161
19820312,TOBS,0
19820313,TMIN,-6
19820313,TMAX,189
19820313,TOBS,61
19820314,TMIN,-11
19820314,TMAX,150
19820314,TOBS,0
19820315,TMIN,-6
19820315,TMAX,156
19820315,TOBS,44
19820316,TMIN,44
19820316,TMAX,94
19820316,TOBS,94
19820317,TMIN,83
19820317,TMAX,267
19820317,TOBS,94
19820318,TMIN,33
19820318,TMAX,139
19820318,TOBS,44
19820319,TMIN,33
19820319,TMAX,228
19820319,TOBS,56
19820320,TMIN,44
19820320,TMAX,61
19820320,TOBS,56
19820321,TMIN,50
19820321,TMAX,239
19820321,TOBS,61
19820322,TMIN,28
19820322,TMAX,122
19820322,TOBS,39
19820323,TMIN,11
19820323,TMAX,50
19820323,TOBS,28
19820324,TMIN,6
19820324,TMAX,122
19820324,TOBS,17
19820325,TMIN,61
19820325,TMAX,189
19820325,TOBS,67
19820326,TMIN,-22
19820326,TMAX,83
19820326,TOBS,-11
19820327,TMIN,-56
19820327,TMAX,28
19820327,TOBS,-50
19820328,TMIN,-94
19820328,TMAX,33
19820328,TOBS,-83
19820329,TMIN,-67
19820329,TMAX,94
19820329,TOBS,-67
19820330,TMIN,111
19820330,TMAX,172
19820330,TOBS,117
19820331,TMIN,89
19820331,TMAX,228
19820331,TOBS,100
19820401,TMIN,-67
19820401,TMAX,189
19820401,TOBS,0
19820402,TMIN,39
19820402,TMAX,217
19820402,TOBS,50
19820403,TMIN,128
19820403,TMAX,217
19820403,TOBS,133
19820404,TMIN,-11
19820404,TMAX,128
19820404,TOBS,0
19820405,TMIN,-6
19820405,TMAX,78
19820405,TOBS,6
19820406,TMIN,-61
19820406,TMAX,56
19820406,TOBS,-50
19820407,TMIN,-89
19820407,TMAX,-17
19820407,TOBS,-72
19820408,TMIN,-22
19820408,TMAX,39
19820408,TOBS,-17
19820409,TMIN,6
19820409,TMAX,56
19820409,TOBS,111
19820410,TMIN,-6
19820410,TMAX,111
19820410,TOBS,6
19820411,TMIN,-11
19820411,TMAX,117
19820411,TOBS,6
19820412,TMIN,17
19820412,TMAX,128
19820412,TOBS,33
19820413,TMIN,167
19820413,TMAX,211
19820413,TOBS,178
19820414,TMIN,-11
19820414,TMAX,178
19820414,TOBS,6
19820415,TMIN,0
19820415,TMAX,172
19820415,TOBS,11
19820416,TMIN,156
19820416,TMAX,267
19820416,TOBS,167
19820417,TMIN,150
19820417,TMAX,228
19820417,TOBS,156
19820418,TMIN,11
19820418,TMAX,167
19820418,TOBS,28
19820419,TMIN,67
19820419,TMAX,194
19820419,TOBS,78
19820420,TMIN,128
19820420,TMAX,222
19820420,TOBS,139
19820421,TMIN,-6
19820421,TMAX,178
19820421,TOBS,11
19820422,TMIN,-6
19820422,TMAX,133
19820422,TOBS,11
19820423,TMIN,-22
19820423,TMAX,167
19820423,TOBS,-11
19820424,TMIN,0
19820424,TMAX,194
19820424,TOBS,17
19820425,TMIN,44
19820425,TMAX,228
19820425,TOBS,61
19820426,TMIN,111
19820426,TMAX,206
19820426,TOBS,122
19820427,TMIN,106
19820427,TMAX,206
19820427,TOBS,117
19820428,TMIN,22
19820428,TMAX,150
19820428,TOBS,39
19820429,TMIN,56
19820429,TMAX,172
19820429,TOBS,72
19820430,TMIN,100
19820430,TMAX,178
19820430,TOBS,117
19820501,TMIN,111
19820501,TMAX,211
19820501,TOBS,122
19820502,TMIN,83
19820502,TMAX,239
19820502,TOBS,94
19820503,TMIN,39
19820503,TMAX,239
19820503,TOBS,56
19820504,TMIN,61
19820504,TMAX,261
19820504,TOBS,72
19820505,TMIN,72
19820505,TMAX,283
19820505,TOBS,89
19820506,TMIN,106
19820506,TMAX,300
19820506,TOBS,122
19820507,TMIN,172
19820507,TMAX,294
19820507,TOBS,178
19820508,TMIN,89
19820508,TMAX,194
19820508,TOBS,100
19820509,TMIN,83
19820509,TMAX,233
19820509,TOBS,100
19820510,TMIN,78
19820510,TMAX,261
19820510,TOBS,94
19820511,TMIN,89
19820511,TMAX,267
19820511,TOBS,106
19820512,TMIN,106
19820512,TMAX,294
19820512,TOBS,122
19820513,TMIN,122
19820513,TMAX,311
19820513,TOBS,128
19820514,TMIN,128
19820514,TMAX,317
19820514,TOBS,133
19820515,TMIN,172
19820515,TMAX,317
19820515,TOBS,178
19820516,TMIN,150
19820516,TMAX,317
19820516,TOBS,156
19820517,TMIN,128
19820517,TMAX,306
19820517,TOBS,139
19820518,TMIN,139
19820518,TMAX,311
19820518,TOBS,150
19820519,TMIN,156
19820519,TMAX,289
19820519,TOBS,167
19820520,TMIN,161
19820520,TMAX,317
19820520,TOBS,172
19820521,TMIN,156
19820521,TMAX,306
19820521,TOBS,172
19820522,TMIN,156
19820522,TMAX,222
19820522,TOBS,172
19820523,TMIN,161
19820523,TMAX,311
19820523,TOBS,172
19820524,TMIN,94
19820524,TMAX,244
19820524,TOBS,106
19820525,TMIN,133
19820525,TMAX,211
19820525,TOBS,144
19820526,TMIN,156
19820526,TMAX,256
19820526,TOBS,167
19820527,TMIN,183
19820527,TMAX,272
19820527,TOBS,194
19820528,TMIN,111
19820528,TMAX,283
19820528,TOBS,150
19820529,TMIN,178
19820529,TMAX,278
19820529,TOBS,183
19820530,TMIN,194
19820530,TMAX,244
19820530,TOBS,206
19820531,TMIN,178
19820531,TMAX,272
19820531,TOBS,183
19820601,TMIN,167
19820601,TMAX,300
19820601,TOBS,172
19820602,TMIN,94
19820602,TMAX,228
19820602,TOBS,106
19820603,TMIN,161
19820603,TMAX,256
19820603,TOBS,172
19820604,TMIN,122
19820604,TMAX,256
19820604,TOBS,133
19820605,TMIN,144
19820605,TMAX,206
19820605,TOBS,156
19820606,TMIN,106
19820606,TMAX,250
19820606,TOBS,117
19820607,TMIN,117
19820607,TMAX,267
19820607,TOBS,122
19820608,TMIN,117
19820608,TMAX,256
19820608,TOBS,194
19820609,TMIN,194
19820609,TMAX,289
19820609,TOBS,206
19820610,TMIN,161
19820610,TMAX,300
19820610,TOBS,206
19820611,TMIN,94
19820611,TMAX,244
19820611,TOBS,111
19820612,TMIN,100
19820612,TMAX,261
19820612,TOBS,161
19820613,TMIN,128
19820613,TMAX,228
19820613,TOBS,139
19820614,TMIN,78
19820614,TMAX,278
19820614,TOBS,94
19820615,TMIN,94
19820615,TMAX,289
19820615,TOBS,161
19820616,TMIN,150
19820616,TMAX,306
19820616,TOBS,161
19820617,TMIN,139
19820617,TMAX,206
19820617,TOBS,150
19820618,TMIN,100
19820618,TMAX,250
19820618,TOBS,111
19820619,TMIN,100
19820619,TMAX,267
19820619,TOBS,161
19820620,TMIN,50
19820620,TMAX,217
19820620,TOBS,94
19820621,TMIN,83
19820621,TMAX,256
19820621,TOBS,150
19820622,TMIN,94
19820622,TMAX,261
19820622,TOBS,122
19820623,TMIN,89
19820623,TMAX,250
19820623,TOBS,94
19820624,TMIN,83
19820624,TMAX,250
19820624,TOBS,94
19820625,TMIN,89
19820625,TMAX,261
19820625,TOBS,106
19820626,TMIN,89
19820626,TMAX,261
19820626,TOBS,161
19820627,TMIN,156
19820627,TMAX,294
19820627,TOBS,172
19820628,TMIN,161
19820628,TMAX,317
19820628,TOBS,200
19820629,TMIN,189
19820629,TMAX,283
19820629,TOBS,206
19820630,TMIN,194
19820630,TMAX,300
19820630,TOBS,206
19820701,TMIN,94
19820701,TMAX,261
19820701,TOBS,106
19820702,TMIN,94
19820702,TMAX,261
19820702,TOBS,122
19820703,TMIN,94
19820703,TMAX,267
19820703,TOBS,211
19820704,TMIN,189
19820704,TMAX,289
19820704,TOBS,222
19820705,TMIN,172
19820705,TMAX,322
19820705,TOBS,189
19820706,TMIN,178
19820706,TMAX,333
19820706,TOBS,194
19820707,TMIN,189
19820707,TMAX,350
19820707,TOBS,250
19820708,TMIN,206
19820708,TMAX,333
19820708,TOBS,217
19820709,TMIN,189
19820709,TMAX,289
19820709,TOBS,200
19820710,TMIN,189
19820710,TMAX,311
19820710,TOBS,206
19820711,TMIN,194
19820711,TMAX,294
19820711,TOBS,211
19820712,TMIN,150
19820712,TMAX,294
19820712,TOBS,156
19820713,TMIN,150
19820713,TMAX,300
19820713,TOBS,161
19820714,TMIN,156
19820714,TMAX,306
19820714,TOBS,167
19820715,TMIN,161
19820715,TMAX,317
19820715,TOBS,183
19820716,TMIN,172
19820716,TMAX,322
19820716,TOBS,189
19820717,TMIN,178
19820717,TMAX,339
19820717,TOBS,222
19820718,TMIN,206
19820718,TMAX,344
19820718,TOBS,222
19820719,TMIN,222
19820719,TMAX,322
19820719,TOBS,233
19820720,TMIN,206
19820720,TMAX,317
19820720,TOBS,222
19820721,TMIN,156
19820721,TMAX,300
19820721,TOBS,172
19820722,TMIN,167
19820722,TMAX,311
19820722,TOBS,194
19820723,TMIN,189
19820723,TMAX,272
19820723,TOBS,200
19820724,TMIN,161
19820724,TMAX,283
19820724,TOBS,178
19820725,TMIN,161
19820725,TMAX,317
19820725,TOBS,183
19820726,TMIN,178
19820726,TMAX,328
19820726,TOBS,200
19820727,TMIN,194
19820727,TMAX,328
19820727,TOBS,211
19820728,TMIN,211
19820728,TMAX,311
19820728,TOBS,233
19820729,TMIN,144
19820729,TMAX,289
19820729,TOBS,156
19820730,TMIN,150
19820730,TMAX,289
19820730,TOBS,178
19820731,TMIN,167
19820731,TMAX,311
19820731,TOBS,183
19820801,TMIN,150
19820801,TMAX,300
19820801,TOBS,167
19820802,TMIN,150
19820802,TMAX,300
19820802,TOBS,156
19820803,TMIN,150
19820803,TMAX,306
19820803,TOBS,194
19820804,TMIN,183
19820804,TMAX,344
19820804,TOBS,211
19820805,TMIN,200
19820805,TMAX,344
19820805,TOBS,233
19820806,TMIN,206
19820806,TMAX,333
19820806,TOBS,211
19820807,TMIN,206
19820807,TMAX,328
19820807,TOBS,233
19820808,TMIN,200
19820808,TMAX,322
19820808,TOBS,211
19820809,TMIN,194
19820809,TMAX,300
19820809,TOBS,211
19820810,TMIN,139
19820810,TMAX,294
19820810,TOBS,150
19820811,TMIN,150
19820811,TMAX,228
19820811,TOBS,156
19820812,TMIN,94
19820812,TMAX,244
19820812,TOBS,106
19820813,TMIN,94
19820813,TMAX,261
19820813,TOBS,122
19820814,TMIN,111
19820814,TMAX,272
19820814,TOBS,122
19820815,TMIN,111
19820815,TMAX,289
19820815,TOBS,139
19820816,TMIN,133
19820816,TMAX,306
19820816,TOBS,156
19820817,TMIN,144
19820817,TMAX,317
19820817,TOBS,156
19820818,TMIN,117
19820818,TMAX,317
19820818,TOBS,128
19820819,TMIN,106
19820819,TMAX,289
19820819,TOBS,122
19820820,TMIN,106
19820820,TMAX,311
19820820,TOBS,144
19820821,TMIN,128
19820821,TMAX,267
19820821,TOBS,133
19820822,TMIN,94
19820822,TMAX,256
19820822,TOBS,256
19820823,TMIN,89
19820823,TMAX,267
19820823,TOBS,206
19820824,TMIN,156
19820824,TMAX,256
19820824,TOBS,183
19820825,TMIN,172
19820825,TMAX,261
19820825,TOBS,189
19820826,TMIN,111
19820826,TMAX,256
19820826,TOBS,122
19820827,TMIN,111
19820827,TMAX,261
19820827,TOBS,189
19820828,TMIN,133
19820828,TMAX,267
19820828,TOBS,150
19820829,TMIN,78
19820829,TMAX,250
19820829,TOBS,89
19820830,TMIN,78
19820830,TMAX,250
19820830,TOBS,150
19820831,TMIN,133
19820831,TMAX,222
19820831,TOBS,211
19820901,TMIN,200
19820901,TMAX,294
19820901,TOBS,211
19820902,TMIN,200
19820902,TMAX,256
19820902,TOBS,228
19820903,TMIN,111
19820903,TMAX,300
19820903,TOBS,122
19820904,TMIN,78
19820904,TMAX,250
19820904,TOBS,89
19820905,TMIN,50
19820905,TMAX,256
19820905,TOBS,83
19820906,TMIN,78
19820906,TMAX,272
19820906,TOBS,100
19820907,TMIN,89
19820907,TMAX,261
19820907,TOBS,183
19820908,TMIN,144
19820908,TMAX,267
19820908,TOBS,150
19820909,TMIN,117
19820909,TMAX,289
19820909,TOBS,128
19820910,TMIN,117
19820910,TMAX,289
19820910,TOBS,156
19820911,TMIN,144
19820911,TMAX,294
19820911,TOBS,156
19820912,TMIN,139
19820912,TMAX,311
19820912,TOBS,161
19820913,TMIN,178
19820913,TMAX,289
19820913,TOBS,189
19820914,TMIN,178
19820914,TMAX,267
19820914,TOBS,211
19820915,TMIN,200
19820915,TMAX,322
19820915,TOBS,211
19820916,TMIN,144
19820916,TMAX,300
19820916,TOBS,156
19820917,TMIN,94
19820917,TMAX,239
19820917,TOBS,106
19820918,TMIN,94
19820918,TMAX,283
19820918,TOBS,178
19820919,TMIN,78
19820919,TMAX,250
19820919,TOBS,94
19820920,TMIN,67
19820920,TMAX,239
19820920,TOBS,83
19820921,TMIN,72
19820921,TMAX,217
19820921,TOBS,89
19820922,TMIN,83
19820922,TMAX,172
19820922,TOBS,100
19820923,TMIN,33
19820923,TMAX,156
19820923,TOBS,44
19820924,TMIN,33
19820924,TMAX,222
19820924,TOBS,128
19820925,TMIN,117
19820925,TMAX,156
19820925,TOBS,139
19820926,TMIN,128
19820926,TMAX,211
19820926,TOBS,144
19820927,TMIN,139
19820927,TMAX,211
19820927,TOBS,150
19820928,TMIN,83
19820928,TMAX,167
19820928,TOBS,100
19820929,TMIN,83
19820929,TMAX,244
19820929,TOBS,94
19820930,TMIN,94
19820930,TMAX,272
19820930,TOBS,106
19821001,TMIN,94
19821001,TMAX,278
19821001,TOBS,106
19821002,TMIN,94
19821002,TMAX,300
19821002,TOBS,128
19821003,TMIN,117
19821003,TMAX,294
19821003,TOBS,139
19821004,TMIN,133
19821004,TMAX,261
19821004,TOBS,172
19821005,TMIN,139
19821005,TMAX,283
19821005,TOBS,150
19821006,TMIN,117
19821006,TMAX,289
19821006,TOBS,133
19821007,TMIN,117
19821007,TMAX,300
19821007,TOBS,206
19821008,TMIN,139
19821008,TMAX,239
19821008,TOBS,172
19821009,TMIN,156
19821009,TMAX,283
19821009,TOBS,200
19821010,TMIN,167
19821010,TMAX,239
19821010,TOBS,183
19821011,TMIN,61
19821011,TMAX,267
19821011,TOBS,72
19821012,TMIN,56
19821012,TMAX,161
19821012,TOBS,111
19821013,TMIN,61
19821013,TMAX,144
19821013,TOBS,78
19821014,TMIN,67
19821014,TMAX,211
19821014,TOBS,106
19821015,TMIN,83
19821015,TMAX,150
19821015,TOBS,94
19821016,TMIN,17
19821016,TMAX,222
19821016,TOBS,28
19821017,TMIN,-33
19821017,TMAX,89
19821017,TOBS,-17
19821018,TMIN,-28
19821018,TMAX,144
19821018,TOBS,50
19821019,TMIN,17
19821019,TMAX,222
19821019,TOBS,44
19821020,TMIN,44
19821020,TMAX,222
19821020,TOBS,122
19821021,TMIN,39
19821021,TMAX,122
19821021,TOBS,44
19821022,TMIN,-28
19821022,TMAX,106
19821022,TOBS,-17
19821023,TMIN,-39
19821023,TMAX,128
19821023,TOBS,-28
19821024,TMIN,-44
19821024,TMAX,122
19821024,TOBS,-17
19821025,TMIN,-28
19821025,TMAX,106
19821025,TOBS,-11
19821026,TMIN,-33
19821026,TMAX,167
19821026,TOBS,-22
19821027,TMIN,-33
19821027,TMAX,206
19821027,TOBS,-6
19821028,TMIN,-22
19821028,TMAX,211
19821028,TOBS,39
19821029,TMIN,28
19821029,TMAX,233
19821029,TOBS,94
19821030,TMIN,39
19821030,TMAX,183
19821030,TOBS,83
19821031,TMIN,72
19821031,TMAX,178
19821031,TOBS,133
19821101,TMIN,117
19821101,TMAX,239
19821101,TOBS,167
19821102,TMIN,156
19821102,TMAX,261
19821102,TOBS,172
19821103,TMIN,117
19821103,TMAX,256
19821103,TOBS,128
19821104,TMIN,-22
19821104,TMAX,128
19821104,TOBS,-11
19821105,TMIN,-33
19821105,TMAX,61
19821105,TOBS,-17
19821106,TMIN,-67
19821106,TMAX,17
19821106,TOBS,-56
19821107,TMIN,-67
19821107,TMAX,83
19821107,TOBS,-28
19821108,TMIN,-50
19821108,TMAX,133
19821108,TOBS,106
19821109,TMIN,22
19821109,TMAX,206
19821109,TOBS,33
19821110,TMIN,28
19821110,TMAX,222
19821110,TOBS,39
19821111,TMIN,28
19821111,TMAX,217
19821111,TOBS,133
19821112,TMIN,122
19821112,TMAX,189
19821112,TOBS,167
19821113,TMIN,-39
19821113,TMAX,167
19821113,TOBS,-33
19821114,TMIN,-50
19821114,TMAX,0
19821114,TOBS,-22
19821115,TMIN,-61
19821115,TMAX,50
19821115,TOBS,-56
19821116,TMIN,-78
19821116,TMAX,44
19821116,TOBS,-67
19821117,TMIN,-83
19821117,TMAX,106
19821117,TOBS,-28
19821118,TMIN,-39
19821118,TMAX,139
19821118,TOBS,44
19821119,TMIN,83
19821119,TMAX,156
19821119,TOBS,117
19821120,TMIN,111
19821120,TMAX,156
19821120,TOBS,144
19821121,TMIN,133
19821121,TMAX,167
19821121,TOBS,156
19821122,TMIN,83
19821122,TMAX,167
19821122,TOBS,94
19821123,TMIN,83
19821123,TMAX,128
19821123,TOBS,128
19821124,TMIN,-17
19821124,TMAX,144
19821124,TOBS,-6
19821125,TMIN,-94
19821125,TMAX,-11
19821125,TOBS,-83
19821126,TMIN,-44
19821126,TMAX,33
19821126,TOBS,17
19821127,TMIN,0
19821127,TMAX,33
19821127,TOBS,11
19821128,TMIN,0
19821128,TMAX,50
19821128,TOBS,28
19821129,TMIN,22
19821129,TMAX,156
19821129,TOBS,56
19821130,TMIN,0
19821130,TMAX,89
19821130,TOBS,11
19821201,TMIN,0
19821201,TMAX,194
19821201,TOBS,100
19821202,TMIN,94
19821202,TMAX,189
19821202,TOBS,122
19821203,TMIN,144
19821203,TMAX,244
19821203,TOBS,172
19821204,TMIN,156
19821204,TMAX,233
19821204,TOBS,161
19821205,TMIN,144
19821205,TMAX,178
19821205,TOBS,161
19821206,TMIN,72
19821206,TMAX,178
19821206,TOBS,78
19821207,TMIN,-39
19821207,TMAX,78
19821207,TOBS,-33
19821208,TMIN,-44
19821208,TMAX,111
19821208,TOBS,-28
19821209,TMIN,-44
19821209,TMAX,133
19821209,TOBS,-11
19821210,TMIN,-67
19821210,TMAX,17
19821210,TOBS,-6
19821211,TMIN,-11
19821211,TMAX,33
19821211,TOBS,11
19821212,TMIN,-89
19821212,TMAX,28
19821212,TOBS,-72
19821213,TMIN,-128
19821213,TMAX,6
19821213,TOBS,-117
19821214,TMIN,-133
19821214,TMAX,39
19821214,TOBS,6
19821215,TMIN,-6
19821215,TMAX,94
19821215,TOBS,78
19821216,TMIN,-17
19821216,TMAX,89
19821216,TOBS,11
19821217,TMIN,-11
19821217,TMAX,33
19821217,TOBS,-6
19821218,TMIN,-33
19821218,TMAX,22
19821218,TOBS,-17
19821219,TMIN,-22
19821219,TMAX,56
19821219,TOBS,61
19821220,TMIN,0
19821220,TMAX,78
19821220,TOBS,11
19821221,TMIN,-11
19821221,TMAX,17
19821221,TOBS,0
19821222,TMIN,-67
19821222,TMAX,44
19821222,TOBS,-28
19821223,TMIN,-33
19821223,TMAX,100
19821223,TOBS,94
19821224,TMIN,89
19821224,TMAX,128
19821224,TOBS,111
19821225,TMIN,111
19821225,TMAX,200
19821225,TOBS,167
19821226,TMIN,56
19821226,TMAX,183
19821226,TOBS,61
19821227,TMIN,39
19821227,TMAX,83
19821227,TOBS,83
19821228,TMIN,78
19821228,TMAX,178
19821228,TOBS,172
19821229,TMIN,-6
19821229,TMAX,167
19821229,TOBS,-6
19821230,TMIN,-50
19821230,TMAX,-6
19821230,TOBS,-33
19821231,TMIN,-72
19821231,TMAX,11
19821231,TOBS,-61
19830101,TMIN,-83
19830101,TMAX,50
19830101,TOBS,-78
19830102,TMIN,-89
19830102,TMAX,78
19830102,TOBS,-44
19830103,TMIN,-56
19830103,TMAX,17
19830103,TOBS,-33
19830104,TMIN,-111
19830104,TMAX,39
19830104,TOBS,-94
19830105,TMIN,-106
19830105,TMAX,67
19830105,TOBS,-72
19830106,TMIN,-78
19830106,TMAX,56
19830106,TOBS,22
19830107,TMIN,6
19830107,TMAX,94
19830107,TOBS,39
19830108,TMIN,-44
19830108,TMAX,78
19830108,TOBS,6
19830109,TMIN,-67
19830109,TMAX,33
19830109,TOBS,-33
19830110,TMIN,-39
19830110,TMAX,78
19830110,TOBS,61
19830111,TMIN,22
19830111,TMAX,122
19830111,TOBS,39
19830112,TMIN,-33
19830112,TMAX,39
19830112,TOBS,-28
19830113,TMIN,-67
19830113,TMAX,0
19830113,TOBS,-56
19830114,TMIN,-78
19830114,TMAX,72
19830114,TOBS,-17
19830115,TMIN,-22
19830115,TMAX,94
19830115,TOBS,0
19830116,TMIN,-94
19830116,TMAX,0
19830116,TOBS,-89
19830117,TMIN,-100
19830117,TMAX,-6
19830117,TOBS,-11
19830118,TMIN,-139
19830118,TMAX,-6
19830118,TOBS,-111
19830119,TMIN,-161
19830119,TMAX,-11
19830119,TOBS,-150
19830120,TMIN,-156
19830120,TMAX,-33
19830120,TOBS,-78
19830121,TMIN,-89
19830121,TMAX,-6
19830121,TOBS,-11
19830122,TMIN,-22
